D50,lon,lat
28.33672905,7.917903680,45.1800858688
29.31198120,7.918030849,45.1800858688
29.51279068,7.918158018,45.1800858688
28.60957336,7.918285187,45.1800858688
29.17423439,7.918412356,45.1800858688
29.17423439,7.918539525,45.1800858688
28.84011841,7.918666694,45.1800858688
29.47258377,7.918793863,45.1800858688
29.51423645,7.918921032,45.1800858688
28.96244431,7.919048201,45.1800858688
29.93043900,7.919175370,45.1800858688
30.72041321,7.919302539,45.1800858688
31.28771973,7.919429708,45.1800858688
31.76502419,7.919556877,45.1800858688
31.76502419,7.919684046,45.1800858688
32.34694672,7.919811215,45.1800858688
30.87407494,7.919938384,45.1800858688
31.28896141,7.920065553,45.1800858688
31.90255928,7.920192722,45.1800858688
31.87377739,7.920319891,45.1800858688
30.99251175,7.920447060,45.1800858688
29.59035301,7.920574229,45.1800858688
30.10149384,7.920701398,45.1800858688
30.10149384,7.920828566,45.1800858688
29.30165291,7.920955735,45.1800858688
29.69207573,7.921082904,45.1800858688
22.35816193,7.924007790,45.1800858688
18.20758820,7.924134959,45.1800858688
18.20758820,7.924262128,45.1800858688
18.47358894,7.924643635,45.1800858688
17.42873001,7.924770804,45.1800858688
19.52477646,7.924897973,45.1800858688
20.13300514,7.925025142,45.1800858688
31.00585175,7.915996146,45.1799959518
31.00585175,7.916123315,45.1799959518
28.90295410,7.916504822,45.1799959518
27.95130730,7.916631991,45.1799959518
25.99291801,7.917013498,45.1799959518
20.12536812,7.917140667,45.1799959518
20.12536812,7.917267836,45.1799959518
22.76545334,7.917395005,45.1799959518
26.56046295,7.917522174,45.1799959518
26.95093536,7.917649343,45.1799959518
27.97053146,7.917776511,45.1799959518
27.23962402,7.917903680,45.1799959518
27.31273079,7.918030849,45.1799959518
28.70248222,7.918158018,45.1799959518
27.43154144,7.918285187,45.1799959518
27.43154144,7.918412356,45.1799959518
26.58641243,7.918539525,45.1799959518
28.11892509,7.918666694,45.1799959518
30.03867340,7.918793863,45.1799959518
29.90115547,7.918921032,45.1799959518
30.19993782,7.919048201,45.1799959518
31.69424248,7.919175370,45.1799959518
30.14463615,7.919302539,45.1799959518
31.09573936,7.919429708,45.1799959518
31.30708122,7.919556877,45.1799959518
31.30708122,7.919684046,45.1799959518
32.33511734,7.919811215,45.1799959518
31.58505821,7.919938384,45.1799959518
30.93478394,7.920065553,45.1799959518
31.11137962,7.920192722,45.1799959518
31.56678581,7.920319891,45.1799959518
31.26973152,7.920447060,45.1799959518
30.40996361,7.920574229,45.1799959518
29.57235527,7.920701398,45.1799959518
29.57235527,7.920828566,45.1799959518
26.58419991,7.920955735,45.1799959518
23.11155319,7.924007790,45.1799959518
18.90010834,7.924897973,45.1799959518
20.72517967,7.925025142,45.1799959518
20.17233276,7.925152311,45.1799959518
26.97705078,7.916504822,45.1799060348
28.90330505,7.916631991,45.1799060348
31.26145554,7.916759160,45.1799060348
26.15716171,7.917013498,45.1799060348
22.18130302,7.917140667,45.1799060348
22.18130302,7.917267836,45.1799060348
23.32104492,7.917395005,45.1799060348
26.23166847,7.917522174,45.1799060348
26.90673447,7.917649343,45.1799060348
29.25644684,7.917776511,45.1799060348
28.23666763,7.917903680,45.1799060348
27.00253487,7.918030849,45.1799060348
27.47553253,7.918158018,45.1799060348
27.78208351,7.918285187,45.1799060348
27.78208351,7.918412356,45.1799060348
27.96849632,7.918539525,45.1799060348
27.34140015,7.918666694,45.1799060348
29.21783066,7.918793863,45.1799060348
29.92272377,7.918921032,45.1799060348
29.78281403,7.919048201,45.1799060348
29.65016174,7.919175370,45.1799060348
30.31570816,7.919302539,45.1799060348
31.03815651,7.919429708,45.1799060348
31.03815651,7.919556877,45.1799060348
29.38714409,7.919684046,45.1799060348
30.86977196,7.919811215,45.1799060348
31.24249077,7.919938384,45.1799060348
30.82948112,7.920065553,45.1799060348
29.42206573,7.920192722,45.1799060348
28.80208397,7.920319891,45.1799060348
29.57907486,7.920447060,45.1799060348
26.71031570,7.920574229,45.1799060348
23.34175110,7.920701398,45.1799060348
23.34175110,7.920828566,45.1799060348
24.35682106,7.920955735,45.1799060348
28.43297768,7.921082904,45.1799060348
34.72502899,7.921210073,45.1799060348
31.96274567,7.921337242,45.1799060348
23.35269928,7.925152311,45.1799060348
25.53933716,7.925279480,45.1799060348
25.53933716,7.925406649,45.1799060348
32.68891525,7.874284728,45.1798161178
31.21943092,7.875556417,45.1798161178
31.21943092,7.875683586,45.1798161178
27.27048683,7.916631991,45.1798161178
28.67158318,7.916759160,45.1798161178
27.88212585,7.916886329,45.1798161178
26.25792122,7.917013498,45.1798161178
24.97217178,7.917140667,45.1798161178
24.97217178,7.917267836,45.1798161178
24.24872780,7.917395005,45.1798161178
30.04858971,7.917522174,45.1798161178
30.82416344,7.917649343,45.1798161178
30.66969490,7.917776511,45.1798161178
31.14441681,7.917903680,45.1798161178
29.16842842,7.918030849,45.1798161178
29.98484802,7.918158018,45.1798161178
29.00775909,7.918285187,45.1798161178
29.00775909,7.918412356,45.1798161178
27.27905464,7.918539525,45.1798161178
28.80482483,7.918666694,45.1798161178
29.10153008,7.918793863,45.1798161178
29.10986900,7.918921032,45.1798161178
29.18039894,7.919048201,45.1798161178
28.20199013,7.919175370,45.1798161178
32.85831833,7.919302539,45.1798161178
35.13935852,7.919429708,45.1798161178
35.13935852,7.919556877,45.1798161178
33.45920181,7.919684046,45.1798161178
28.95086670,7.920319891,45.1798161178
28.95632172,7.920447060,45.1798161178
26.63871956,7.920574229,45.1798161178
26.63871956,7.920701398,45.1798161178
22.25014496,7.920828566,45.1798161178
22.88184738,7.920955735,45.1798161178
18.63027954,7.921082904,45.1798161178
25.15276527,7.923880621,45.1798161178
23.35269928,7.925152311,45.1798161178
25.06821060,7.925279480,45.1798161178
25.06821060,7.925406649,45.1798161178
34.33079910,7.874157559,45.1797262008
34.92979050,7.874284728,45.1797262008
31.23553848,7.874411897,45.1797262008
31.23553848,7.874539066,45.1797262008
30.09833145,7.874666235,45.1797262008
34.01536942,7.874793404,45.1797262008
36.00799942,7.874920572,45.1797262008
25.71913147,7.917013498,45.1797262008
26.48066902,7.917140667,45.1797262008
26.48066902,7.917267836,45.1797262008
26.67636871,7.917395005,45.1797262008
30.52596092,7.917522174,45.1797262008
31.59052277,7.917649343,45.1797262008
32.13823700,7.917776511,45.1797262008
31.33987999,7.917903680,45.1797262008
31.53182602,7.918030849,45.1797262008
31.51673698,7.918158018,45.1797262008
29.13816643,7.918285187,45.1797262008
29.13816643,7.918412356,45.1797262008
27.42843437,7.918539525,45.1797262008
30.73964691,7.918666694,45.1797262008
32.44752121,7.918793863,45.1797262008
28.88679314,7.918921032,45.1797262008
29.47341728,7.919048201,45.1797262008
28.56188965,7.919175370,45.1797262008
27.45771217,7.920319891,45.1797262008
28.90130043,7.920447060,45.1797262008
27.02159119,7.920574229,45.1797262008
27.02159119,7.920701398,45.1797262008
23.13094711,7.920828566,45.1797262008
25.80858231,7.923880621,45.1797262008
22.01019096,7.924007790,45.1797262008
25.06821060,7.925279480,45.1797262008
25.06821060,7.925406649,45.1797262008
32.45395660,7.869579476,45.1796362838
34.25096512,7.869706645,45.1796362838
34.25096512,7.869833814,45.1796362838
32.95895386,7.869960983,45.1796362838
35.07700729,7.870088152,45.1796362838
34.33079910,7.874157559,45.1796362838
34.92979050,7.874284728,45.1796362838
31.23553848,7.874411897,45.1796362838
31.23553848,7.874539066,45.1796362838
30.09833145,7.874666235,45.1796362838
34.01536942,7.874793404,45.1796362838
36.00799942,7.874920572,45.1796362838
25.24939537,7.917013498,45.1796362838
24.19920158,7.917140667,45.1796362838
24.19920158,7.917267836,45.1796362838
24.12183762,7.917395005,45.1796362838
27.85368538,7.917522174,45.1796362838
29.74255753,7.917649343,45.1796362838
31.42457008,7.917776511,45.1796362838
31.42903900,7.917903680,45.1796362838
28.25079727,7.918030849,45.1796362838
27.67297554,7.918158018,45.1796362838
29.34560776,7.918285187,45.1796362838
29.34560776,7.918412356,45.1796362838
35.20060349,7.918539525,45.1796362838
33.91133499,7.918666694,45.1796362838
33.71232605,7.918793863,45.1796362838
34.85417557,7.918921032,45.1796362838
29.19348717,7.919938384,45.1796362838
25.81307793,7.920065553,45.1796362838
27.15252686,7.920192722,45.1796362838
25.40398216,7.920319891,45.1796362838
24.75841141,7.920447060,45.1796362838
32.43473053,7.924262128,45.1796362838
29.88442421,7.924389297,45.1796362838
